Survived_SibSp_median_kfold,Survived_SibSp_median_kfold,Survived_mag1_SibSp_kfold,Survived_SibSp_mean_kfold,Survived_SibSp_mean_kfold,Survived_SibSp_var_kfold,Survived_SibSp_var_kfold,Survived_Parch_mean_kfold,Survived_Parch_mean_kfold,Survived_Sex_median_kfold,Survived_Sex_median_kfold,Survived_Pclass_mean_kfold,Survived_Pclass_mean_kfold,Survived_Parch_nunique_kfold,Survived_Pclass_count_kfold,Survived_minus1_Survived_SibSp_mean_kfold,Survived_Parch_q1_kfold,Survived_Parch_q1_kfold,Survived_Parch_var_kfold,Survived_Parch_var_kfold,Survived_minus2_Survived_Sex_median_kfold,Survived_Pclass_median_kfold,Survived_Pclass_median_kfold,Survived_Pclass_q2_kfold,Survived_Pclass_q2_kfold,Survived_SibSp_max_kfold,Survived_Parch_max_kfold,Survived_minus2_Survived_Embarked_median_kfold,Survived_gap_Pclass_kfold,Survived_mag2_Pclass_kfold,Survived_SibSp_count_kfold,Survived_Embarked_var_kfold,Survived_Embarked_var_kfold,Survived_dive1_Survived_Sex_mean_kfold,Survived_mag1_Pclass_kfold,Survived_minus1_Survived_Sex_mean_kfold,Survived_dive2_Survived_SibSp_median_kfold,Survived_cv_SibSp_kfold,Survived_dive1_Survived_SibSp_mean_kfold,Survived_Sex_q1_kfold,Survived_Sex_q1_kfold,Survived_cv_Pclass_kfold,Survived_minus2_Survived_Parch_median_kfold,Survived_mag1_Parch_kfold,Survived_minus1_Survived_Pclass_mean_kfold,Survived_Parch_median_kfold,Survived_Parch_median_kfold,Survived_norm_Parch_kfold,Survived_Sex_mean_kfold,Survived_Sex_mean_kfold,Survived_norm_Sex_kfold,Survived_minus2_Survived_SibSp_median_kfold,Survived_Parch_q2_kfold,Survived_Parch_q2_kfold,Survived_Sex_q2_kfold,Survived_Sex_q2_kfold,Survived_mag1_Sex_kfold,Survived_SibSp_q2_kfold,Survived_SibSp_q2_kfold,Survived_norm_SibSp_kfold,Survived_norm_Pclass_kfold,Survived_dive2_Survived_Sex_median_kfold,Survived_cv_Sex_kfold,Survived_dive2_Survived_Pclass_median_kfold,Survived_gap_SibSp_kfold,Survived_mag2_SibSp_kfold,Survived_Sex_count_kfold,Survived_mag2_Sex_kfold,Survived_minus2_Survived_Pclass_median_kfold,Survived_mag2_Parch_kfold,Survived_SibSp_nunique_kfold,Survived_dive1_Survived_Pclass_mean_kfold,Survived_Pclass_var_kfold,Survived_Pclass_var_kfold,Survived_norm_Embarked_kfold,Survived_Sex_var_kfold,Survived_Sex_var_kfold,Survived_Embarked_mean_kfold,Survived_Embarked_mean_kfold,Survived_dive1_Survived_Parch_mean_kfold
1.0,1.0,0.4484848484848485,0.5515151515151515,0.5515151515151515,0.24885439763488537,0.24885439763488537,0.3473491773308958,0.3473491773308958,0.0,0.0,0.24173027989821882,0.24173027989821882,2.0,393.0,0.4484848484848485,0.0,0.0,0.22711292363943186,0.22711292363943186,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,165.0,0.22369364475828332,0.22369364475828332,4.96783829994829,-0.24173027989821882,0.7987152034261242,0.9999900000999988,0.9044974301607606,1.8131539373187189,0.0,0.0,1.7732975145624286,0.0,-0.3473491773308958,1.7582697201017812,0.0,0.0,-0.7288467770169347,0.2012847965738758,0.2012847965738758,1.9898218135992187,0.0,1.0,1.0,0.0,0.0,-0.2012847965738758,1.0,1.0,0.8990139067697722,4.101519116822495,99999.99999999999,1.9940424313793896,199999.99999999997,1.0,1.8131539373187189,467.0,0.0,2.0,0.0,2.0,8.273341955432791,0.18376434543282963,0.18376434543282963,3.517112852874177,0.16111422558381044,0.16111422558381044,0.3365019011406844,0.3365019011406844,0.0
1.0,1.0,0.47337278106508873,0.5266272189349113,0.5266272189349113,0.25077486615948147,0.25077486615948147,0.34150943396226413,0.34150943396226413,1.0,1.0,0.6470588235294118,0.6470588235294118,2.0,170.0,0.47337278106508873,0.0,0.0,0.22530584584655994,0.22530584584655994,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.5454306615261404,169.0,0.24804504222708784,0.24804504222708784,0.0,0.3529411764705882,-0.7391304347826086,0.9999900000999988,0.9508903827256775,1.8988403478630576,0.0,0.0,0.740719331644755,0.0,-0.34150943396226413,-0.6470588235294118,0.0,0.0,-0.7194611138941597,0.7391304347826086,0.7391304347826086,-1.6798827658062632,0.0,1.0,1.0,1.0,1.0,0.26086956521739135,1.0,1.0,0.9452628857776285,-1.3499899892092206,0.0,0.5952580522922254,0.0,1.0,1.8988403478630576,253.0,1.3529228722199642,-1.0,0.0,2.0,0.0,0.2297250261051167,0.2297250261051167,-1.1266935469851163,0.19358178053830236,0.19358178053830236,0.5611510791366906,0.5611510791366906,0.0
0.0,0.0,-0.3477366255144033,0.3477366255144033,0.3477366255144033,0.22728352636714608,0.22728352636714608,0.3448905109489051,0.3448905109489051,1.0,1.0,0.2430379746835443,0.2430379746835443,2.0,395.0,-0.3477366255144033,0.0,0.0,0.2263541013357531,0.2263541013357531,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,486.0,0.22133364151161464,0.22133364151161464,0.0,-0.2430379746835443,-0.7470817120622568,0.0,1.370948229817655,0.0,0.0,0.0,1.7669837091100917,0.0,-0.3448905109489051,1.7569620253164557,0.0,0.0,-0.7248997225232501,0.7470817120622568,0.7470817120622568,-1.7152893279488919,0.0,1.0,1.0,1.0,1.0,0.2529182879377432,1.0,1.0,-0.7293858710682539,4.090983335927837,0.0,0.5829708369976284,199999.99999999997,1.0,0.0,257.0,1.3385237499685552,2.0,0.0,2.0,8.228828084677765,0.18443744779284205,0.18443744779284205,3.5508839003005503,0.18968871595330755,0.18968871595330755,0.32941176470588235,0.32941176470588235,0.0
1.0,1.0,0.4484848484848485,0.5515151515151515,0.5515151515151515,0.24885439763488537,0.24885439763488537,0.3473491773308958,0.3473491773308958,1.0,1.0,0.6342857142857142,0.6342857142857142,2.0,175.0,0.4484848484848485,0.0,0.0,0.22711292363943186,0.22711292363943186,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.5765517210314255,165.0,0.22369364475828332,0.22369364475828332,0.0,0.36571428571428577,-0.7235772357723578,0.9999900000999988,0.9044974301607606,1.8131539373187189,0.0,0.0,0.7614932374406355,0.0,-0.3473491773308958,-0.6342857142857142,0.0,0.0,-0.7288467770169347,0.7235772357723578,0.7235772357723578,-1.61458659514085,0.0,1.0,1.0,1.0,1.0,0.2764227642276422,1.0,1.0,0.8990139067697722,-1.313161407939579,0.0,0.6193312079602955,0.0,1.0,1.8131539373187189,246.0,1.3820033723129443,-1.0,0.0,2.0,0.0,0.2333004926108375,0.2333004926108375,3.517112852874177,0.200829600132736,0.200829600132736,0.3365019011406844,0.3365019011406844,0.0
0.0,0.0,-0.354639175257732,0.354639175257732,0.354639175257732,0.2293431030075826,0.2293431030075826,0.34150943396226413,0.34150943396226413,0.0,0.0,0.24681933842239187,0.24681933842239187,2.0,393.0,-0.354639175257732,0.0,0.0,0.22530584584655994,0.22530584584655994,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,485.0,0.22723520058708407,0.22723520058708407,5.110849889894516,-0.24681933842239187,0.8043478260869565,0.0,1.3503423483838282,0.0,0.0,0.0,1.7490234599667152,0.0,-0.34150943396226413,1.7531806615776082,0.0,0.0,-0.7194611138941597,0.1956521739130435,0.1956521739130435,2.0253314128409294,0.0,1.0,1.0,0.0,0.0,-0.1956521739130435,1.0,1.0,-0.7405165986686959,4.060917791747457,99999.99999999999,2.0296912696272864,199999.99999999997,1.0,0.0,460.0,0.0,2.0,0.0,2.0,8.102764496242575,0.18637378615568362,0.18637378615568362,3.46619895955742,0.15771526001705033,0.15771526001705033,0.34765625,0.34765625,0.0
0.0,0.0,-0.3450413223140496,0.3450413223140496,0.3450413223140496,0.2264556918707118,0.2264556918707118,0.33826247689463956,0.33826247689463956,0.0,0.0,0.24120603015075376,0.24120603015075376,2.0,398.0,-0.3450413223140496,0.0,0.0,0.22425549394126099,0.22425549394126099,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,484.0,0.23615819209039549,0.23615819209039549,5.367527972923752,-0.24120603015075376,0.8137044967880086,0.0,1.3791386334737759,0.0,0.0,0.0,1.7758085099418321,0.0,-0.33826247689463956,1.7587939698492463,0.0,0.0,-0.714287595433583,0.18629550321199143,0.18629550321199143,2.087639702671375,0.0,1.0,1.0,0.0,0.0,-0.18629550321199143,1.0,1.0,-0.7250540167617266,4.1058448158154395,99999.99999999999,2.0920609949934303,199999.99999999997,1.0,0.0,467.0,0.0,2.0,0.0,2.0,8.291322922237182,0.18348670303659373,0.18348670303659373,1.3032324998064508,0.15191478802694572,0.15191478802694572,0.36666666666666664,0.36666666666666664,0.0
0.0,0.0,-0.3477366255144033,0.3477366255144033,0.3477366255144033,0.22728352636714608,0.22728352636714608,0.3448905109489051,0.3448905109489051,0.0,0.0,0.6285714285714286,0.6285714285714286,2.0,175.0,-0.3477366255144033,0.0,0.0,0.2263541013357531,0.2263541013357531,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.590883781394387,486.0,0.22133364151161464,0.22133364151161464,5.493674082484143,0.37142857142857144,0.8179824561403507,0.0,1.370948229817655,0.0,0.0,0.0,0.7708996114346313,0.0,-0.3448905109489051,-0.6285714285714286,0.0,0.0,-0.7248997225232501,0.18201754385964913,0.18201754385964913,2.117519429553299,0.0,1.0,1.0,0.0,0.0,-0.18201754385964913,1.0,1.0,-0.7293858710682539,-1.2971383567537815,99999.99999999999,2.122111668442553,0.0,1.0,0.0,456.0,0.0,-1.0,0.0,2.0,0.0,0.2348111658456487,0.2348111658456487,3.5508839003005503,0.14921438210911897,0.14921438210911897,0.32941176470588235,0.32941176470588235,0.0
0.0,0.0,-0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2424242424242424,0.2424242424242424,0.5666666666666667,0.5666666666666667,0.0,0.0,0.2430379746835443,0.2430379746835443,2.0,395.0,2.6666666666666665,0.0,0.0,0.24831460674157302,0.24831460674157302,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,12.0,0.22133364151161464,0.22133364151161464,5.493674082484143,-0.2430379746835443,0.8179824561403507,300000.0,1.4770535801445883,8.999730008099757,0.0,0.0,1.7669837091100917,0.0,0.43333333333333335,1.7569620253164557,1.0,1.0,0.8695854186882048,0.18201754385964913,0.18201754385964913,2.117519429553299,3.0,1.0,1.0,0.0,0.0,-0.18201754385964913,1.0,1.0,5.415915605324705,4.090983335927837,99999.99999999999,2.122111668442553,199999.99999999997,1.0,0.0,456.0,0.0,2.0,1.764674741033982,2.0,8.228828084677765,0.18443744779284205,0.18443744779284205,3.5508839003005503,0.14921438210911897,0.14921438210911897,0.32941176470588235,0.32941176470588235,1.764674741033982
0.0,0.0,-0.3408624229979466,0.3408624229979466,0.3408624229979466,0.2251375263011129,0.2251375263011129,0.5238095238095238,0.5238095238095238,1.0,1.0,0.23896103896103896,0.23896103896103896,2.0,385.0,-0.3408624229979466,0.0,0.0,0.2534562211981567,0.2534562211981567,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,487.0,0.22604922420060966,0.22604922420060966,0.0,-0.23896103896103896,-0.7607843137254902,0.0,1.3919770574489831,0.0,1.0,1.0,1.7868433293313393,1.0,0.47619047619047616,1.761038961038961,1.0,1.0,2.932123744505529,0.7607843137254902,0.7607843137254902,-1.7798055446365844,0.0,1.0,1.0,1.0,1.0,0.23921568627450984,1.0,1.0,-0.7183664298283337,4.124079673075606,0.0,0.5618386035556053,199999.99999999997,1.0,0.0,255.0,1.314415712576974,2.0,1.9090544635056967,2.0,8.369214983938171,0.18233225108225118,0.18233225108225118,3.483366312562694,0.1827080438474601,0.1827080438474601,0.343811394891945,0.343811394891945,3.8181089270113935
1.0,1.0,0.4484848484848485,0.5515151515151515,0.5515151515151515,0.24885439763488537,0.24885439763488537,0.3473491773308958,0.3473491773308958,1.0,1.0,0.45517241379310347,0.45517241379310347,2.0,145.0,0.4484848484848485,0.0,0.0,0.22711292363943186,0.22711292363943186,-1.0,0.0,0.0,1.0,1.0,1.0,1.0,-1.0,1.0,0.0,165.0,0.24979129397734054,0.24979129397734054,0.0,-0.45517241379310347,-0.7235772357723578,0.9999900000999988,0.9044974301607606,1.8131539373187189,0.0,0.0,1.0978292348617669,0.0,-0.3473491773308958,0.5448275862068965,0.0,0.0,-0.7288467770169347,0.7235772357723578,0.7235772357723578,-1.61458659514085,0.0,1.0,1.0,1.0,1.0,0.2764227642276422,1.0,1.0,0.8990139067697722,1.0902601336519113,0.0,0.6193312079602955,99999.99999999999,1.0,1.8131539373187189,246.0,1.3820033723129443,1.0,0.0,2.0,2.1969214312715857,0.2497126436781609,0.2497126436781609,-1.0927420563988508,0.200829600132736,0.200829600132736,0.5461538461538461,0.5461538461538461,0.0
